customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,st,customer lifetime value,monthly premium auto,number of open complaints,total claim amount,policy type,vehicle class
KL39986,Arizona,F,High School or Below,,0,,,,,,,19278.81715,61.0,0,366.604732,Personal Auto,Two-Door Car
PL18921,Oregon,F,Master,,21514,,,,,,,11981.98481,62.0,0,257.248789,Personal Auto,Two-Door Car
SR71068,Washington,M,High School or Below,,25927,,,,,,,3933.813993,103.0,0,674.973614,Personal Auto,SUV
JM47657,Oregon,F,High School or Below,,25965,,,,,,,2491.257604,65.0,0,329.206567,Personal Auto,Four-Door Car
JZ54775,Arizona,F,Bachelor,,27688,,,,,,,7431.664369,92.0,0,572.352362,Personal Auto,Four-Door Car
LO57469,Oregon,F,High School or Below,,75490,,,,,,,7865.182898,97.0,0,43.084332,Corporate Auto,Four-Door Car
DA99797,Oregon,F,Bachelor,,33871,,,,,,,15978.91049,136.0,0,933.624655,Personal Auto,SUV
WA63124,Nevada,F,College,,0,,,,,,,2113.85703,65.0,2,468.0,Personal Auto,Four-Door Car
YV97407,California,M,College,,85470,,,,,,,8661.735884,109.0,0,523.2,Personal Auto,SUV
UQ71296,Washington,M,College,,97095,,,,,,,5625.307768,70.0,0,208.035411,Personal Auto,Four-Door Car
LY14687,Washington,F,College,,73604,,,,,,,4592.150374,114.0,0,184.222768,Personal Auto,SUV
AM32820,California,M,Bachelor,,0,,,,,,,3709.919724,112.0,0,1082.898726,Personal Auto,SUV
ZP47993,California,F,Bachelor,,40646,,,,,,,8208.929715,103.0,0,494.4,Personal Auto,Four-Door Car
WN13366,Arizona,F,High School or Below,,74454,,,,,,,5595.389905,71.0,0,340.8,Personal Auto,Four-Door Car
MK87221,Arizona,F,High School or Below,,18168,,,,,,,3413.62256,87.0,0,417.6,Personal Auto,Two-Door Car
BC77846,Nevada,M,High School or Below,,0,,,,,,,6325.030596,89.0,0,614.572672,Personal Auto,Two-Door Car
YL27602,Oregon,M,Master,,0,,,,,,,6393.874612,66.0,2,316.8,Personal Auto,Four-Door Car
QS70017,Arizona,M,Bachelor,,43597,,,,,,,8738.401013,110.0,0,528.0,Personal Auto,Two-Door Car
PZ80067,Oregon,M,High School or Below,,0,,,,,,,4836.394361,140.0,0,672.0,Personal Auto,SUV
FV62588,Oregon,M,High School or Below,,66825,,,,,,,24967.75842,69.0,0,70.031111,Personal Auto,Four-Door Car
IN56924,California,F,High School or Below,,0,,,,,,,5409.955926,62.0,5,297.6,Personal Auto,Four-Door Car
IX67925,California,M,Bachelor,,0,,,,,,,2344.233188,74.0,1,532.8,Personal Auto,Four-Door Car
IS58553,Oregon,F,High School or Below,,22448,,,,,,,15173.96841,126.0,0,604.8,Personal Auto,SUV
AB78984,Oregon,M,College,,42596,,,,,,,11124.20636,96.0,0,42.293622,Personal Auto,Four-Door Car
WN13947,Oregon,M,Bachelor,,0,,,,,,,4863.266809,70.0,0,646.785442,Corporate Auto,Four-Door Car
VA91846,Arizona,M,College,,97868,,,,,,,5577.54128,70.0,1,267.786573,Special Auto,Two-Door Car
KM58067,California,F,High School or Below,,92921,,,,,,,4526.94696,112.0,0,109.28708,Personal Auto,SUV
EL42453,Washington,M,Bachelor,,41372,,,,,,,2519.569496,64.0,0,307.2,Personal Auto,Four-Door Car
TP10619,California,F,High School or Below,,26660,,,,,,,4892.422239,63.0,0,453.6,Personal Auto,Two-Door Car
AH41065,Washington,M,High School or Below,,58851,,,,,,,18943.26899,79.0,1,494.187643,Personal Auto,Four-Door Car
SS63511,California,M,High School or Below,,95697,,,,,,,8564.768226,107.0,0,178.006524,Corporate Auto,Sports Car
NE21279,California,F,Master,,0,,,,,,,4419.539523,112.0,0,537.6,Personal Auto,SUV
TN71995,Arizona,M,Bachelor,,0,,,,,,,5637.740051,84.0,1,403.2,Personal Auto,Four-Door Car
OM13505,Washington,M,Bachelor,,81741,,,,,,,5047.483378,64.0,0,186.448395,Corporate Auto,Four-Door Car
KI83797,Oregon,F,College,,48295,,,,,,,4913.118904,63.0,0,290.301553,Personal Auto,Four-Door Car
SH60585,Nevada,F,High School or Below,,65538,,,,,,,5799.063709,72.0,0,261.341223,Personal Auto,Four-Door Car
GU33167,Oregon,M,College,,53997,,,,,,,5568.984683,69.0,0,345.158393,Personal Auto,Four-Door Car
BX20846,Oregon,F,College,,93272,,,,,,,3861.486269,95.0,0,281.110788,Personal Auto,Four-Door Car
VK69632,California,F,Bachelor,,68899,,,,,,,2912.913958,74.0,0,66.103422,Personal Auto,Two-Door Car
RU72450,California,M,Bachelor,,0,,,,,,,6980.325287,67.0,0,321.6,Corporate Auto,Four-Door Car
KN15789,Nevada,F,High School or Below,,0,,,,,,,6769.324811,97.0,0,698.4,Personal Auto,Four-Door Car
GG29821,Oregon,M,Bachelor,,54950,,,,,,,8193.555045,103.0,0,480.578584,Corporate Auto,SUV
RN98239,California,M,High School or Below,,96306,,,,,,,7519.133631,95.0,1,185.355353,Personal Auto,Four-Door Car
NE83217,Nevada,F,Bachelor,,70342,,,,,,,3746.03079,96.0,1,685.907341,Personal Auto,Four-Door Car
YU72630,Arizona,M,High School or Below,,72421,,,,,,,2592.437797,65.0,0,312.0,Personal Auto,Four-Door Car
EZ80325,California,F,Bachelor,,0,,,,,,,4548.291613,132.0,3,950.4,Personal Auto,Sports Car
CE41738,Oregon,F,College,,77748,,,,,,,2885.002508,72.0,0,7.214579,Personal Auto,Two-Door Car
HF15113,Oregon,F,Bachelor,,19096,,,,,,,4883.551402,64.0,0,374.8996,Personal Auto,Two-Door Car
WZ83320,Arizona,F,Master,,73876,,,,,,,9061.057741,112.0,0,419.303041,Personal Auto,Four-Door Car
XX31571,Washington,M,High School or Below,,0,,,,,,,16728.34386,237.0,0,1706.4,Personal Auto,Luxury Car
US90854,Oregon,M,Bachelor,,20742,,,,,,,11177.7521,100.0,0,455.851876,Personal Auto,SUV
FX55357,Arizona,M,College,,44804,,,,,,,4364.311891,114.0,0,778.350073,Corporate Auto,SUV
LR32149,Arizona,F,Bachelor,,52993,,,,,,,22940.38215,64.0,0,304.699889,Personal Auto,Four-Door Car
UK66803,Oregon,F,Bachelor,,49185,,,,,,,4926.282836,61.0,0,126.950071,Corporate Auto,Two-Door Car
VO87159,Oregon,F,High School or Below,,69240,,,,,,,23086.36478,194.0,0,744.769131,Personal Auto,Luxury SUV
QK23524,Oregon,F,Bachelor,,26877,,,,,,,5149.301306,131.0,0,628.8,Personal Auto,SUV
ZQ37164,Arizona,F,Bachelor,,82828,,,,,,,8016.747629,67.0,1,217.472776,Personal Auto,Four-Door Car
FG47217,California,M,Bachelor,,99824,,,,,,,2538.857089,63.0,0,302.4,Special Auto,Four-Door Car
FQ46354,California,M,Bachelor,,30352,,,,,,,10498.92645,89.0,0,146.110685,Personal Auto,Four-Door Car
AG56998,Oregon,M,College,,0,,,,,,,2448.646138,69.0,0,331.2,Corporate Auto,Two-Door Car
KG23128,Oregon,M,Bachelor,,27681,,,,,,,6057.07208,83.0,0,398.4,Personal Auto,Two-Door Car
NX34811,Nevada,F,Bachelor,,85478,,,,,,,8295.837442,103.0,0,224.159416,Personal Auto,Two-Door Car
PY79729,Oregon,F,High School or Below,,94310,,,,,,,2786.661219,70.0,4,430.769347,Corporate Auto,Four-Door Car
VJ64329,Oregon,F,College,,13663,,,,,,,25464.82059,97.0,0,465.6,Corporate Auto,Four-Door Car
CO71312,Arizona,F,High School or Below,,10384,,,,,,,11469.62991,151.0,0,914.434097,Personal Auto,SUV
VG83453,California,M,Doctor,,17272,,,,,,,3557.368368,93.0,0,446.4,Personal Auto,Two-Door Car
JD78271,Nevada,F,College,,64367,,,,,,,8317.302513,104.0,0,96.431061,Personal Auto,SUV
XM69101,Oregon,M,Bachelor,,47519,,,,,,,7601.951104,96.0,0,245.248248,Personal Auto,Two-Door Car
HK30754,Arizona,M,College,,26263,,,,,,,9426.971158,85.0,0,475.159732,Special Auto,Two-Door Car
WJ47053,Oregon,M,Bachelor,,0,,,,,,,6418.849149,63.0,0,556.85728,Personal Auto,Two-Door Car
HX36471,California,F,High School or Below,,0,,,,,,,6788.084852,93.0,0,855.341729,Personal Auto,Two-Door Car
HS66275,California,F,High School or Below,,77309,,,,,,,3358.660979,83.0,0,596.320943,Personal Auto,Two-Door Car
MB75636,Oregon,F,College,,50876,,,,,,,2439.930981,61.0,0,171.248196,Personal Auto,Four-Door Car
KB35786,Oregon,M,Bachelor,,20284,,,,,,,4505.85011,65.0,1,532.806637,Personal Auto,Four-Door Car
LX42787,California,M,College,,22567,,,,,,,2309.596399,69.0,0,496.8,Personal Auto,Four-Door Car
SS34897,California,M,Bachelor,,63546,,,,,,,2541.523959,64.0,0,131.813652,Personal Auto,Four-Door Car
ZQ92997,Nevada,M,High School or Below,,0,,,,,,,6414.081362,89.0,0,640.8,Personal Auto,Four-Door Car
OB66874,Oregon,F,College,,28137,,,,,,,2585.206268,65.0,0,312.0,Personal Auto,Two-Door Car
LE74625,California,M,Master,,22608,,,,,,,2961.31408,77.0,0,369.6,Personal Auto,Four-Door Car
QN60028,California,M,Bachelor,,92296,,,,,,,2759.978287,69.0,0,331.2,Corporate Auto,Two-Door Car
GV19121,Oregon,M,College,,0,,,,,,,3341.6835,69.0,5,331.2,Personal Auto,Two-Door Car
PS43764,Washington,M,High School or Below,,12430,,,,,,,5169.49937,73.0,0,350.4,Special Auto,Four-Door Car
YW60802,Oregon,F,High School or Below,,0,,,,,,,4117.37239,116.0,0,1301.796063,Personal Auto,SUV
UI80897,Washington,M,High School or Below,,50470,,,,,,,5552.596353,71.0,0,377.498287,Corporate Auto,Two-Door Car
VV35420,Arizona,M,High School or Below,,44788,,,,,,,7285.030983,61.0,0,386.031248,Personal Auto,Four-Door Car
RW61528,Nevada,F,College,,52423,,,,,,,13916.93446,119.0,1,571.2,Corporate Auto,Four-Door Car
LT60268,Nevada,F,College,,29696,,,,,,,11044.42715,139.0,0,478.107847,Personal Auto,SUV
VA77345,Oregon,F,College,,26884,,,,,,,3531.039178,89.0,0,238.132215,Special Auto,Four-Door Car
WG15595,California,M,College,,64388,,,,,,,2759.618207,69.0,0,331.2,Personal Auto,Two-Door Car
FZ45665,Oregon,F,Bachelor,,0,,,,,,,6500.409697,61.0,0,292.8,Personal Auto,Four-Door Car
MM90239,Oregon,M,High School or Below,,34498,,,,,,,6369.262355,83.0,0,398.4,Personal Auto,Two-Door Car
UG18431,Arizona,M,Bachelor,,73060,,,,,,,13083.48622,108.0,0,518.4,Special Auto,SUV
BE78308,Oregon,M,Bachelor,,0,,,,,,,2150.906016,63.0,0,453.6,Personal Auto,Two-Door Car
EM29019,Arizona,F,Bachelor,,61337,,,,,,,8447.888167,105.0,0,2.54009,Personal Auto,SUV
SK37917,Nevada,M,College,,0,,,,,,,5075.420953,73.0,0,350.4,Corporate Auto,Two-Door Car
DD68171,Arizona,F,Bachelor,,59496,,,,,,,3527.851585,88.0,0,189.144728,Personal Auto,Four-Door Car
NF20746,Oregon,F,Bachelor,,0,,,,,,,13061.51639,180.0,0,1474.267145,Personal Auto,Luxury Car
PY48656,Arizona,F,Master,,37813,,,,,,,6259.510365,78.0,1,39.781368,Corporate Auto,Four-Door Car
AO42003,Oregon,F,College,,55907,,,,,,,16681.32634,104.0,0,499.2,Corporate Auto,SUV
DK41858,Arizona,F,College,,80480,,,,,,,5791.610721,72.0,0,242.842607,Personal Auto,Four-Door Car
TY20016,Oregon,M,Bachelor,,72734,,,,,,,7980.488637,66.0,0,195.218968,Personal Auto,Two-Door Car
OH76118,Washington,F,High School or Below,,0,,,,,,,2767.499996,72.0,0,22.326388,Personal Auto,Four-Door Car
IZ79227,Arizona,M,Bachelor,,36548,,,,,,,2975.256549,76.0,0,547.2,Personal Auto,Four-Door Car
HN10814,Arizona,M,Master,,62113,,,,,,,4178.586494,104.0,0,5.894778,Personal Auto,SUV
OD25312,Arizona,M,College,,0,,,,,,,4734.257944,67.0,0,747.458052,Personal Auto,Four-Door Car
ZR32858,California,F,Bachelor,,41252,,,,,,,4315.788632,109.0,0,514.059402,Personal Auto,SUV
FC68244,Oregon,M,High School or Below,,61139,,,,,,,6126.568309,76.0,0,364.8,Personal Auto,Four-Door Car
VS86041,Arizona,F,Bachelor,,26744,,,,,,,2694.599099,68.0,0,326.4,Corporate Auto,Two-Door Car
EQ82942,California,F,Bachelor,,0,,,,,,,9338.08481,132.0,0,950.4,Personal Auto,SUV
ZE82255,California,F,College,,74640,,,,,,,18680.99387,66.0,0,375.514273,Corporate Auto,Four-Door Car
DA79544,Oregon,M,Bachelor,,88126,,,,,,,2551.349248,64.0,1,151.973156,Personal Auto,Four-Door Car
WG33213,California,F,Bachelor,,55005,,,,,,,2808.078361,70.0,1,336.0,Personal Auto,Four-Door Car
DP97298,California,M,High School or Below,,33190,,,,,,,9710.286449,123.0,0,40.950769,Personal Auto,Sports Car
JH73645,California,M,High School or Below,,0,,,,,,,15190.65404,71.0,4,839.593218,Personal Auto,Four-Door Car
SK98708,Oregon,F,College,,0,,,,,,,4069.776372,117.0,0,609.801279,Corporate Auto,Four-Door Car
ZZ62245,Oregon,F,High School or Below,,0,,,,,,,6612.220871,97.0,2,669.399277,Personal Auto,Four-Door Car
AU46604,California,M,Bachelor,,0,,,,,,,2030.783687,64.0,1,731.479725,Personal Auto,Four-Door Car
HD44279,Arizona,F,Bachelor,,25226,,,,,,,5090.44875,71.0,1,340.8,Personal Auto,Four-Door Car
LS99940,California,F,Master,,63398,,,,,,,3353.381136,83.0,0,292.206784,Personal Auto,Four-Door Car
EY27917,Oregon,M,Master,,30092,,,,,,,8532.989751,108.0,0,192.265438,Personal Auto,SUV
ZJ22033,Washington,M,College,,37876,,,,,,,2647.519741,69.0,0,300.056383,Corporate Auto,Four-Door Car
TZ60132,Oregon,F,High School or Below,,12201,,,,,,,6071.907243,84.0,0,604.8,Corporate Auto,Four-Door Car
XG74199,Oregon,M,College,,37970,,,,,,,9061.767848,115.0,0,124.967415,Personal Auto,SUV
YM74115,Nevada,M,Bachelor,,28898,,,,,,,2531.586761,67.0,0,82.811346,Corporate Auto,Four-Door Car
LO48126,Oregon,F,High School or Below,,23845,,,,,,,2467.129805,61.0,0,292.8,Personal Auto,Four-Door Car
NM37561,California,M,High School or Below,,62810,,,,,,,7408.167551,187.0,1,32.874675,Corporate Auto,Luxury Car
HW19141,Oregon,F,Bachelor,,65773,,,,,,,3452.414955,89.0,4,245.308491,Corporate Auto,Four-Door Car
OD21455,California,M,Bachelor,,0,,,,,,,4481.387593,69.0,0,232.183503,Personal Auto,Four-Door Car
WN14477,California,M,Bachelor,,0,,,,,,,21235.44557,86.0,0,568.746405,Personal Auto,Four-Door Car
YK88644,Nevada,M,Master,,0,,,,,,,3370.074728,95.0,1,476.903351,Personal Auto,Four-Door Car
YO41331,Oregon,F,College,,41479,,,,,,,3746.751625,94.0,1,19.575683,Personal Auto,Two-Door Car
PB39857,California,M,Master,,72433,,,,,,,5129.608404,126.0,0,343.139611,Personal Auto,SUV
NW67881,Oregon,M,Bachelor,,74586,,,,,,,12300.005,103.0,0,494.4,Personal Auto,SUV
BN13780,California,F,Bachelor,,0,,,,,,,18065.27192,234.0,0,1135.141469,Personal Auto,Luxury SUV
EZ70847,Washington,F,College,,67326,,,,,,,19644.76296,69.0,0,331.2,Corporate Auto,Four-Door Car
YR75102,Arizona,M,College,,25285,,,,,,,35900.07644,114.0,0,547.2,Personal Auto,SUV
RS30611,Arizona,M,High School or Below,,15871,,,,,,,6838.767672,89.0,0,427.2,Personal Auto,Four-Door Car
QT61438,Oregon,M,Master,,38795,,,,,,,6519.287872,82.0,1,393.6,Corporate Auto,Two-Door Car
MD44130,Oregon,M,High School or Below,,24882,,,,,,,5712.380598,72.0,0,345.6,Corporate Auto,Two-Door Car
MS78828,Nevada,F,College,,33169,,,,,,,5126.54272,128.0,0,614.4,Personal Auto,SUV
DG31826,California,M,Bachelor,,86305,,,,,,,4984.618655,62.0,0,80.73124,Corporate Auto,Four-Door Car
WW67905,Oregon,M,High School or Below,,0,,,,,,,4102.199975,112.0,0,537.6,Corporate Auto,SUV
LS92540,California,F,College,,32210,,,,,,,4111.197013,103.0,0,494.4,Corporate Auto,SUV
RP92511,Nevada,M,Bachelor,,69090,,,,,,,11085.87709,139.0,0,387.222556,Personal Auto,Sports Car
LK63879,California,F,High School or Below,,0,,,,,,,4745.680421,63.0,0,523.337427,Personal Auto,Four-Door Car
BT20606,Arizona,M,Doctor,,83308,,,,,,,5837.528088,73.0,1,419.471438,Personal Auto,Four-Door Car
WW31823,Oregon,F,High School or Below,,39034,,,,,,,19190.31894,68.0,0,466.446708,Personal Auto,Four-Door Car
MN79082,Oregon,M,College,,46750,,,,,,,6444.076976,82.0,1,672.026958,Corporate Auto,Two-Door Car
ID89933,Oregon,F,Doctor,,39786,,,,,,,7255.577594,91.0,1,365.835977,Personal Auto,Four-Door Car
NM77390,Nevada,M,High School or Below,,56788,,,,,,,8197.712164,108.0,5,579.710188,Special Auto,SUV
NN79124,Nevada,M,Bachelor,,90156,,,,,,,4554.911887,114.0,0,388.346716,Personal Auto,SUV
DF97701,Oregon,F,Bachelor,,63867,,,,,,,7069.740965,89.0,1,432.361631,Corporate Auto,Four-Door Car
EJ73184,California,F,Bachelor,,83413,,,,,,,4743.694528,118.0,0,134.801691,Personal Auto,SUV
GE43335,Nevada,M,College,,0,,,,,,,4019.384424,118.0,0,566.4,Personal Auto,SUV
HB68898,Oregon,F,Bachelor,,36116,,,,,,,20239.38353,171.0,2,158.126982,Corporate Auto,SUV
UP80657,Washington,M,College,,56342,,,,,,,2674.730716,69.0,0,331.2,Corporate Auto,Four-Door Car
PR13091,Oregon,F,College,,55542,,,,,,,9206.429641,117.0,0,310.651386,Personal Auto,Sports Car
YV73432,Oregon,M,College,,58466,,,,,,,23187.14574,66.0,1,316.8,Personal Auto,Two-Door Car
CG90504,Oregon,F,College,,12964,,,,,,,4770.550911,65.0,0,362.774545,Personal Auto,Two-Door Car
SH12501,Washington,M,High School or Below,,43412,,,,,,,3768.086327,94.0,0,509.722387,Personal Auto,Two-Door Car
ZR58728,Nevada,M,Master,,82611,,,,,,,2893.739608,74.0,1,355.2,Personal Auto,Four-Door Car
NS57426,Arizona,M,Bachelor,,28915,,,,,,,11611.94584,76.0,0,364.8,Personal Auto,Four-Door Car
HU99414,Oregon,M,High School or Below,,0,,,,,,,14246.14841,207.0,0,1490.4,Personal Auto,Luxury Car
LP86596,Arizona,F,High School or Below,,0,,,,,,,2554.551152,70.0,0,336.0,Personal Auto,Four-Door Car
HR92775,California,F,College,,91774,,,,,,,3226.516193,81.0,0,285.020982,Personal Auto,Four-Door Car
DQ69331,Washington,M,High School or Below,,27972,,,,,,,2227.072755,61.0,0,292.8,Personal Auto,Four-Door Car
SP41790,California,M,Bachelor,,0,,,,,,,10623.40552,96.0,0,460.8,Personal Auto,Four-Door Car
YA52900,Oregon,M,College,,0,,,,,,,8304.688878,122.0,2,681.328474,Corporate Auto,SUV
RQ88363,California,F,College,,77857,,,,,,,5155.529312,64.0,0,160.62847,Personal Auto,Four-Door Car
OZ37864,Oregon,F,Bachelor,,0,,,,,,,4407.769164,62.0,0,114.097383,Personal Auto,Four-Door Car
EH27304,California,F,Doctor,,56502,,,,,,,2955.495724,74.0,0,355.2,Personal Auto,Four-Door Car
CR37971,Oregon,M,Bachelor,,95018,,,,,,,3900.906002,97.0,0,315.879728,Personal Auto,Four-Door Car
KL54950,Oregon,M,Bachelor,,23705,,,,,,,4531.372981,122.0,4,585.6,Personal Auto,SUV
DS75515,California,M,Bachelor,,72333,,,,,,,2813.309659,70.0,0,177.224451,Personal Auto,Two-Door Car
YW72997,Arizona,M,High School or Below,,0,,,,,,,7196.721128,107.0,0,770.4,Personal Auto,SUV
MR13691,Arizona,M,Bachelor,,47622,,,,,,,6301.102478,80.0,0,305.544034,Personal Auto,Four-Door Car
PP20957,Nevada,F,Bachelor,,0,,,,,,,7799.440458,105.0,0,504.0,Personal Auto,SUV
KJ41153,Oregon,M,College,,79632,,,,,,,8292.626726,106.0,1,344.048739,Personal Auto,SUV
WX49215,Oregon,M,Master,,16154,,,,,,,18534.61157,62.0,1,91.355165,Personal Auto,Four-Door Car
CH78309,Oregon,M,College,,72211,,,,,,,2906.298309,73.0,0,44.912125,Personal Auto,Four-Door Car
UF54329,California,M,College,,70892,,,,,,,6089.77238,76.0,0,206.709951,Corporate Auto,Two-Door Car
CQ59706,Washington,F,College,,49367,,,,,,,5016.144667,63.0,0,69.230355,Personal Auto,Four-Door Car
KP77095,Arizona,F,Bachelor,,68086,,,,,,,15470.59658,194.0,0,218.342169,Corporate Auto,SUV
PP14656,Washington,M,Master,,90353,,,,,,,5680.467468,70.0,0,72.617605,Personal Auto,Two-Door Car
QM74025,Oregon,F,High School or Below,,49558,,,,,,,4582.155128,115.0,0,552.0,Personal Auto,SUV
RW67951,Washington,M,Bachelor,,93485,,,,,,,8663.550386,72.0,0,127.104785,Personal Auto,Four-Door Car
ED13353,Oregon,M,High School or Below,,10629,,,,,,,5274.20076,74.0,0,532.8,Personal Auto,Four-Door Car
LG49010,California,M,Bachelor,,10237,,,,,,,2620.601718,72.0,0,253.637853,Personal Auto,Two-Door Car
UA74474,Oregon,F,College,,87517,,,,,,,4515.184003,112.0,1,802.278237,Corporate Auto,Four-Door Car
AC79024,Nevada,M,Bachelor,,23241,,,,,,,5533.229132,70.0,0,504.0,Personal Auto,Two-Door Car
SD61306,Arizona,M,High School or Below,,60861,,,,,,,5216.914471,66.0,0,65.425125,Personal Auto,Four-Door Car
PF88939,Nevada,M,Doctor,,21726,,,,,,,7860.086842,104.0,0,697.010998,Personal Auto,SUV
FG64765,Arizona,M,Bachelor,,36313,,,,,,,5016.553079,67.0,2,300.375887,Personal Auto,Four-Door Car
DC79319,California,F,Bachelor,,29160,,,,,,,3351.567048,87.0,0,417.6,Personal Auto,Two-Door Car
HS45195,California,M,High School or Below,,0,,,,,,,6732.202033,99.0,0,712.8,Personal Auto,Two-Door Car
VN73653,Oregon,M,College,,0,,,,,,,6423.739052,188.0,0,1621.560425,Corporate Auto,Luxury SUV
WL72919,California,F,College,,48139,,,,,,,4974.8733,63.0,0,329.494,Personal Auto,Four-Door Car
DO31181,Oregon,F,College,,0,,,,,,,4739.297046,76.0,5,38.792481,Personal Auto,Two-Door Car
WY23230,Oregon,F,College,,13688,,,,,,,6086.431746,84.0,0,403.2,Personal Auto,Two-Door Car
SK89479,California,M,College,,0,,,,,,,5016.641406,73.0,0,525.6,Corporate Auto,Four-Door Car
BM30720,Nevada,F,High School or Below,,27649,,,,,,,7341.794924,63.0,0,302.4,Personal Auto,Four-Door Car
XG92008,Arizona,F,Master,,24191,,,,,,,3215.196994,80.0,0,103.750234,Personal Auto,Four-Door Car
CJ46674,Oregon,M,High School or Below,,0,,,,,,,2533.796807,71.0,0,517.056582,Corporate Auto,Four-Door Car
UJ31096,Oregon,F,High School or Below,,58493,,,,,,,5340.535477,67.0,0,321.6,Personal Auto,Four-Door Car
GS44464,California,F,High School or Below,,82477,,,,,,,3644.833554,90.0,0,432.0,Personal Auto,Two-Door Car
XP35430,Oregon,F,College,,88663,,,,,,,6382.047596,79.0,0,379.2,Special Auto,Four-Door Car
QI51950,Nevada,F,High School or Below,,74057,,,,,,,4303.637883,109.0,0,523.2,Personal Auto,SUV
PL88841,Arizona,M,Bachelor,,0,,,,,,,4228.734374,63.0,2,302.4,Corporate Auto,Two-Door Car
ZW51790,Arizona,F,College,,52342,,,,,,,10426.08551,66.0,3,316.8,Personal Auto,Two-Door Car
MY80820,California,M,Bachelor,,42012,,,,,,,2484.747576,63.0,0,40.754246,Corporate Auto,Four-Door Car
NE13752,Arizona,M,Bachelor,,56021,,,,,,,8232.760182,69.0,0,279.51121,Personal Auto,Four-Door Car
VL51487,California,M,High School or Below,,35124,,,,,,,21768.69952,137.0,0,986.4,Personal Auto,SUV
DD97473,Oregon,F,High School or Below,,0,,,,,,,2160.920387,62.0,1,439.001718,Personal Auto,Four-Door Car
QJ89807,Nevada,F,High School or Below,,0,,,,,,,4423.690041,125.0,0,900.0,Personal Auto,SUV
GK24074,Arizona,F,College,,37202,,,,,,,3691.765242,93.0,0,322.528829,Personal Auto,Two-Door Car
DL61016,Oregon,M,College,,65985,,,,,,,4940.508153,71.0,5,42.43131,Special Auto,Four-Door Car
EV60177,California,F,High School or Below,,87771,,,,,,,8503.942634,74.0,4,355.2,Personal Auto,Four-Door Car
OS96036,Arizona,F,College,,63624,,,,,,,41143.09011,115.0,2,306.337632,Personal Auto,SUV
AF37776,California,F,Bachelor,,80192,,,,,,,10419.16743,129.0,0,200.662297,Personal Auto,SUV
NC78961,Oregon,M,Bachelor,,35945,,,,,,,4139.89767,105.0,0,756.0,Personal Auto,SUV
YA15471,Oregon,M,College,,93004,,,,,,,7627.660848,63.0,0,205.957043,Corporate Auto,Four-Door Car
KX80728,Washington,M,High School or Below,,0,,,,,,,6162.369756,89.0,0,941.347502,Personal Auto,Four-Door Car
VV47792,California,F,College,,71210,,,,,,,25807.063,214.0,1,1027.2,Personal Auto,Luxury Car
GE80842,Oregon,F,College,,99159,,,,,,,15506.9278,190.0,0,912.0,Personal Auto,Luxury SUV
QA93530,Nevada,F,College,,81491,,,,,,,5757.489397,72.0,0,61.715527,Personal Auto,Four-Door Car
GA27295,California,F,Master,,99875,,,,,,,39365.29616,108.0,0,114.972914,Personal Auto,SUV
EL55611,California,F,High School or Below,,51705,,,,,,,5555.492159,139.0,0,545.291103,Personal Auto,SUV
TL39050,Arizona,F,Bachelor,,39837,,,,,,,23893.3041,201.0,0,381.306996,Corporate Auto,Luxury SUV
ZQ96022,Oregon,F,College,,31421,,,,,,,9594.78115,81.0,0,388.8,Personal Auto,Two-Door Car
OM69210,Arizona,M,Bachelor,,81531,,,,,,,5411.936509,135.0,0,420.434259,Personal Auto,SUV
VU72280,California,F,Bachelor,,25134,,,,,,,5318.89664,67.0,0,321.6,Corporate Auto,Four-Door Car
WC21189,California,F,College,,37386,,,,,,,7731.713059,97.0,0,465.6,Corporate Auto,Four-Door Car
JX50334,California,F,College,,0,,,,,,,2004.350666,66.0,4,316.8,Corporate Auto,Four-Door Car
GB70736,Oregon,F,College,,99553,,,,,,,5510.965059,68.0,0,111.586995,Corporate Auto,Four-Door Car
PU21485,Arizona,F,Bachelor,,0,,,,,,,11158.12643,161.0,0,1159.2,Corporate Auto,SUV
MF49636,Arizona,M,High School or Below,,70705,,,,,,,5390.27165,69.0,2,272.024652,Personal Auto,Two-Door Car
TG29325,Nevada,F,College,,22724,,,,,,,2658.217729,69.0,0,9.424668,Personal Auto,Four-Door Car
MW83318,Oregon,F,College,,26320,,,,,,,8826.611996,111.0,0,603.819794,Corporate Auto,SUV
LM54297,Nevada,M,Bachelor,,0,,,,,,,4713.404623,69.0,0,806.534801,Personal Auto,Four-Door Car
NI78185,California,M,College,,0,,,,,,,2393.915369,70.0,0,425.266308,Personal Auto,Four-Door Car
HL14274,California,F,College,,88218,,,,,,,11895.18188,99.0,0,50.32306,Personal Auto,Two-Door Car
SF86727,Nevada,M,Master,,25180,,,,,,,5580.960642,70.0,0,235.895575,Personal Auto,Four-Door Car
EM89554,Oregon,F,Bachelor,,48091,,,,,,,8617.550432,108.0,0,132.041491,Personal Auto,SUV
XP50892,Oregon,M,High School or Below,,92539,,,,,,,3940.123576,100.0,0,25.713622,Corporate Auto,SUV
VH77056,Arizona,F,Bachelor,,40658,,,,,,,2448.765205,61.0,1,38.379869,Personal Auto,Four-Door Car
JF19701,Arizona,M,Bachelor,,75453,,,,,,,4439.677708,112.0,0,163.9498,Special Auto,SUV
